TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,PercentDiscount,SaleFinal,PaidWithPoints
68,5/4/2025,1188,2041,403,0.0,1608.42,31.72,1098.25,No
69,5/4/2025,1023,2029,401,2.0,0.00,36.04,0.00,No
70,5/4/2025,1147,2005,402,3.0,0.00,37.43,0.00,No
71,5/4/2025,1132,2083,404,2.0,614.53,25.11,460.22,No
72,5/4/2025,1046,2074,404,3.0,659.50,39.69,397.76,No
73,5/4/2025,1023,2060,403,3.0,1225.14,62.58,458.44,No
74,5/4/2025,1085,2041,401,1.0,1447.58,81.08,273.84,No
75,5/4/2025,1084,2052,404,2.0,2925.04,33.28,1951.67,Yes
76,5/4/2025,1169,2051,401,3.0,117.32,46.15,63.18,No
77,5/4/2025,1022,2040,403,2.0,55.26,25.51,41.16,No
79,5/4/2025,1168,2069,404,3.0,232.39,55.27,103.96,Yes
80,5/4/2025,1013,2024,403,3.0,372.81,67.87,119.79,No
81,5/4/2025,1160,2056,401,1.0,472.25,4.41,451.41,No
82,5/4/2025,1068,2070,402,2.0,109.38,76.26,25.97,No
83,5/4/2025,1112,2089,404,0.0,2067.60,7.78,1906.77,No
84,5/4/2025,1007,2080,402,1.0,1498.07,69.51,456.77,No
85,5/4/2025,1079,2070,401,3.0,34.18,24.83,25.69,No
86,5/4/2025,1023,2028,401,3.0,2551.76,33.40,1699.49,Yes
87,5/4/2025,1030,2082,402,3.0,799.80,32.72,538.08,No
88,5/4/2025,1183,2037,403,3.0,2160.84,1.74,2123.30,No
89,5/4/2025,1123,2060,402,3.0,2450.28,37.59,1529.31,No
90,5/4/2025,1141,2018,404,1.0,2440.17,75.31,602.47,No
91,5/4/2025,1153,2065,402,0.0,470.34,24.80,353.68,Yes
92,5/4/2025,1070,2098,404,2.0,0.00,63.03,0.00,No
93,5/4/2025,1129,2034,401,2.0,108.94,0.66,108.22,No
94,5/4/2025,1185,2038,404,1.0,1667.72,57.14,714.74,Yes
95,5/4/2025,1114,2068,404,2.0,656.19,46.11,353.63,Yes
96,5/4/2025,1085,2070,404,3.0,0.00,81.79,0.00,Yes
97,5/4/2025,1082,2024,402,3.0,372.81,63.64,135.55,Yes
98,5/4/2025,1059,2099,404,0.0,1292.64,56.03,568.35,No
99,5/4/2025,1081,2095,404,3.0,490.79,88.20,57.91,No
100,5/4/2025,1098,2084,402,3.0,0.00,35.49,0.00,No
101,5/4/2025,1009,2016,403,0.0,969.06,90.86,88.61,Yes
102,5/4/2025,1112,2012,404,0.0,1869.57,53.60,867.52,No
103,5/4/2025,1184,2018,404,1.0,488.03,24.03,370.75,No
104,5/4/2025,1019,2060,403,2.0,0.00,37.69,0.00,No
105,5/4/2025,1159,2088,404,0.0,0.00,15.46,0.00,Yes
106,5/4/2025,1084,2086,404,2.0,2861.12,7.94,2633.96,Yes
107,5/4/2025,1160,2091,404,0.0,905.79,47.25,477.79,No
108,5/4/2025,1158,2008,402,2.0,159.82,11.78,141.00,No
109,5/4/2025,1058,2095,401,3.0,2453.95,76.99,564.57,No
110,5/4/2025,1025,2097,401,3.0,842.10,84.55,130.09,Yes
111,5/4/2025,1042,2088,403,0.0,709.35,98.72,9.09,No
112,5/4/2025,1011,2041,401,2.0,0.00,12.78,0.00,No
113,5/4/2025,1091,2047,404,1.0,0.00,42.80,0.00,No
114,5/4/2025,1062,2067,404,1.0,0.00,55.07,0.00,No
115,5/4/2025,1043,2022,401,3.0,2684.72,58.31,1119.29,No
116,5/4/2025,1158,2087,402,3.0,477.96,17.61,393.79,Yes
117,5/4/2025,1149,2018,402,3.0,1626.78,8.46,1489.09,No
118,5/4/2025,1163,2032,404,2.0,756.48,40.57,449.60,No
119,5/4/2025,1170,2001,404,2.0,659.76,98.02,13.03,No
120,5/4/2025,1173,2069,402,0.0,464.78,77.92,102.63,No
121,5/4/2025,1113,2044,403,3.0,0.00,47.38,0.00,No
122,5/4/2025,1176,2032,404,2.0,756.48,38.94,461.94,No
123,5/4/2025,1050,2049,404,0.0,2819.52,89.33,300.83,No
124,5/4/2025,1060,2048,403,2.0,1144.42,60.98,446.61,No
125,5/4/2025,1179,2037,401,3.0,1440.56,52.48,684.52,Yes
126,5/4/2025,1070,2001,401,3.0,0.00,88.78,0.00,Yes
127,5/4/2025,1073,2099,402,2.0,0.00,37.72,0.00,No
128,5/4/2025,1056,2081,402,2.0,0.00,12.89,0.00,No
129,5/4/2025,1173,2096,402,0.0,672.18,73.16,180.39,Yes
130,5/4/2025,1160,2082,401,2.0,426.56,66.31,143.69,No
131,5/4/2025,1112,2004,403,1.0,1669.05,39.35,1012.30,No
132,5/4/2025,1023,2037,403,3.0,2160.84,70.21,643.72,No
133,5/4/2025,1044,2025,402,2.0,223.70,98.80,2.68,Yes
134,5/4/2025,1135,2064,403,1.0,793.91,45.15,435.46,No
135,5/4/2025,1065,2061,403,2.0,639.74,75.44,157.12,Yes
136,5/4/2025,1029,2059,401,1.0,921.69,98.13,17.26,No
137,5/4/2025,1193,2028,404,2.0,1531.06,55.46,681.87,Yes
138,5/4/2025,1023,2050,401,2.0,298.85,70.08,89.41,Yes
139,5/4/2025,1137,2015,404,2.0,539.98,42.53,310.33,Yes
140,5/4/2025,1172,2095,403,3.0,2453.95,71.04,710.60,No
141,5/4/2025,1163,2047,401,1.0,301.48,25.29,225.24,No
142,5/4/2025,1120,2003,403,1.0,1039.99,85.01,155.91,No
143,5/4/2025,1165,2008,404,2.0,53.27,29.06,37.79,No
144,5/4/2025,1166,2052,401,1.0,658.13,36.69,416.64,No
146,5/4/2025,1029,2012,402,1.0,0.00,39.55,0.00,No
147,5/4/2025,1099,2058,403,3.0,666.75,93.32,44.51,No
148,5/4/2025,1150,2095,402,3.0,490.79,52.12,234.98,No
149,5/4/2025,1167,2012,404,3.0,0.00,19.74,0.00,No
150,5/4/2025,1071,2004,403,1.0,834.52,32.43,563.87,Yes
151,5/4/2025,1113,2056,402,2.0,839.55,43.23,476.64,Yes
152,5/4/2025,1025,2087,403,2.0,0.00,91.11,0.00,No
153,5/4/2025,1015,2050,403,1.0,504.31,20.60,400.43,No
154,5/4/2025,1031,2058,401,1.0,2400.30,49.37,1215.36,No
155,5/4/2025,1164,2081,401,0.0,2984.88,2.34,2915.10,No
156,5/4/2025,1085,2031,402,1.0,508.77,84.35,79.65,No
157,5/4/2025,1017,2097,402,1.0,757.89,39.78,456.40,Yes
158,5/4/2025,1059,2042,402,0.0,0.00,58.37,0.00,No
159,5/4/2025,1070,2018,402,2.0,0.00,54.67,0.00,No
160,5/4/2025,1044,2014,401,1.0,886.68,71.86,249.51,No
161,5/4/2025,1003,2045,402,2.0,499.42,35.53,321.97,Yes
162,5/4/2025,1004,2022,403,0.0,671.18,39.58,405.51,No
163,5/4/2025,1032,2094,404,0.0,493.35,5.16,467.87,No
164,5/4/2025,1190,2008,404,3.0,266.36,76.35,63.01,Yes
165,5/4/2025,1199,2046,401,3.0,167.15,76.18,39.81,Yes
166,5/4/2025,1128,2028,401,2.0,2041.41,93.98,122.85,Yes
167,5/4/2025,1117,2082,401,0.0,799.80,96.45,28.38,Yes
168,5/4/2025,1122,2051,404,0.0,234.64,76.51,55.11,No
169,5/4/2025,1125,2091,404,0.0,1811.58,28.99,1286.41,No
170,5/4/2025,1020,2041,402,0.0,0.00,86.27,0.00,No
172,5/4/2025,1152,2067,403,3.0,872.85,65.46,301.51,No
173,5/4/2025,1129,2077,404,0.0,2809.15,97.79,62.04,Yes
174,5/4/2025,1179,2014,402,3.0,738.90,5.29,699.80,No
175,5/4/2025,1115,2029,404,2.0,0.00,1.97,0.00,Yes
176,5/4/2025,1116,2051,404,0.0,351.96,87.01,45.73,Yes
178,5/4/2025,1095,2019,404,0.0,933.93,31.66,638.22,No
179,5/4/2025,1023,2010,401,3.0,0.00,0.93,0.00,Yes
181,5/4/2025,1142,2007,403,0.0,583.39,97.01,17.43,No
182,5/4/2025,1105,2045,404,0.0,624.28,57.83,263.29,Yes
183,5/4/2025,1073,2076,403,2.0,1934.57,25.21,1446.83,No
184,5/4/2025,1026,2073,402,1.0,1797.95,57.36,766.64,No
185,5/4/2025,1168,2061,402,0.0,599.76,86.74,79.54,Yes
186,5/4/2025,1089,2071,403,0.0,0.00,52.78,0.00,No
187,5/4/2025,1195,2035,402,3.0,0.00,10.93,0.00,No
188,5/4/2025,1143,2098,401,2.0,2178.86,66.42,731.62,No
189,5/4/2025,1007,2023,403,2.0,751.63,50.83,369.56,No
190,5/4/2025,1086,2044,401,1.0,373.64,11.95,328.98,No
191,5/4/2025,1036,2072,404,0.0,1260.90,4.22,1207.69,No
192,5/4/2025,1036,2094,401,0.0,2466.75,47.13,1304.15,Yes
193,5/4/2025,1191,2067,402,3.0,872.85,1.19,862.42,No
194,5/4/2025,1107,2058,403,1.0,1800.22,85.65,258.26,No
195,5/4/2025,1094,2039,403,0.0,1952.88,19.83,1565.64,Yes
196,5/4/2025,1013,2019,402,0.0,0.00,36.48,0.00,Yes
197,5/4/2025,1172,2010,403,3.0,0.00,90.77,0.00,Yes
198,5/4/2025,1169,2054,404,3.0,900.51,84.36,140.85,No
199,5/4/2025,1106,2034,402,0.0,136.17,69.81,41.10,No
200,5/4/2025,1088,2055,401,2.0,129.46,1.24,127.86,No
201,5/4/2025,1173,2086,404,2.0,715.28,61.03,278.74,No
202,5/4/2025,1011,2028,404,0.0,0.00,100.00,0.00,No
203,5/4/2025,1001,2026,403,1.0,190.40,64.75,67.11,Yes
204,5/4/2025,1196,2017,403,2.0,370.96,7.27,344.00,No
205,5/4/2025,1083,2015,401,3.0,0.00,36.65,0.00,Yes
206,5/4/2025,1191,2055,402,1.0,48.55,58.14,20.32,Yes
207,5/4/2025,1097,2068,402,2.0,1312.38,67.43,427.41,No
208,5/4/2025,1018,2050,401,3.0,0.00,36.60,0.00,Yes
209,5/4/2025,1004,2058,401,2.0,1066.80,79.14,222.56,No
210,5/4/2025,1147,2054,404,3.0,2701.53,87.43,339.67,No
211,5/4/2025,1074,2014,404,0.0,738.90,0.13,737.95,No
212,5/4/2025,1083,2021,404,2.0,668.33,63.21,245.91,No
213,5/4/2025,1022,2055,401,1.0,97.09,65.86,33.15,No
214,5/4/2025,1111,2075,404,0.0,1561.28,1.55,1537.04,Yes
215,5/4/2025,1101,2039,403,1.0,2636.39,81.25,494.25,Yes
216,5/4/2025,1085,2099,402,0.0,646.32,13.00,562.29,No
217,5/4/2025,1130,2081,401,1.0,1343.20,55.72,594.77,Yes
218,5/4/2025,1198,2044,403,1.0,186.82,78.32,40.50,No
219,5/4/2025,1060,2013,402,2.0,0.00,42.75,0.00,No
220,5/4/2025,1050,2022,402,0.0,671.18,82.67,116.31,No
221,5/4/2025,1045,2098,404,3.0,907.86,22.67,702.04,No
222,5/4/2025,1193,2072,404,2.0,1681.20,42.30,970.08,No
223,5/4/2025,1160,2040,402,3.0,138.16,35.33,89.35,Yes
224,5/4/2025,1017,2060,404,2.0,0.00,3.31,0.00,Yes
225,5/4/2025,1070,2075,401,2.0,624.51,40.38,372.35,No
226,5/4/2025,1129,2009,403,3.0,198.93,3.76,191.44,No
227,5/4/2025,1115,2004,401,2.0,2225.40,38.13,1376.81,No
228,5/4/2025,1073,2009,401,3.0,66.31,46.89,35.22,Yes
229,5/4/2025,1118,2074,401,3.0,659.50,59.74,265.48,No
230,5/4/2025,1146,2083,402,2.0,614.53,99.91,0.55,Yes
231,5/4/2025,1154,2060,402,0.0,408.38,53.05,191.72,No
232,5/4/2025,1115,2013,403,0.0,2806.08,44.06,1569.82,No
233,5/4/2025,1129,2082,402,0.0,1066.40,40.63,633.12,No
234,5/4/2025,1063,2090,404,3.0,71.64,62.78,26.67,No
235,5/4/2025,1134,2066,402,2.0,1238.54,93.11,85.30,Yes
236,5/4/2025,1095,2036,404,3.0,653.94,96.05,25.82,No
237,5/4/2025,1198,2043,401,2.0,1397.52,26.55,1026.53,No
238,5/4/2025,1016,2042,401,3.0,0.00,44.36,0.00,No
239,5/4/2025,1072,2032,402,2.0,1512.96,80.50,295.01,Yes
240,5/4/2025,1020,2074,402,2.0,527.60,40.73,312.71,No
241,5/4/2025,1079,2083,404,1.0,691.34,77.33,156.70,No
242,5/4/2025,1152,2090,401,2.0,57.31,58.83,23.60,No
243,5/4/2025,1143,2048,403,1.0,0.00,85.87,0.00,No
244,5/4/2025,1171,2089,401,3.0,1654.08,88.71,186.68,No
245,5/4/2025,1130,2046,401,2.0,106.98,76.82,24.80,No
246,5/4/2025,1079,2023,402,2.0,3006.53,0.46,2992.57,No
247,5/4/2025,1196,2062,402,1.0,1114.85,99.10,10.00,No
248,5/4/2025,1035,2019,401,2.0,0.00,45.63,0.00,Yes
249,5/4/2025,1025,2064,401,2.0,705.70,42.66,404.64,No
250,5/4/2025,1196,2079,402,3.0,2851.62,65.77,975.99,No
251,5/4/2025,1039,2020,402,1.0,338.25,82.01,60.84,No
252,5/4/2025,1184,2056,401,3.0,1574.16,26.66,1154.56,Yes
254,5/4/2025,1156,2036,404,1.0,392.36,82.24,69.70,No
255,5/4/2025,1136,2030,403,3.0,509.91,95.20,24.50,No
256,5/4/2025,1049,2047,404,3.0,1674.90,11.81,1477.07,Yes
257,5/4/2025,1196,2036,404,3.0,0.00,52.95,0.00,No
258,5/4/2025,1041,2025,402,2.0,671.09,49.86,336.46,No
259,5/4/2025,1013,2082,404,2.0,1066.40,83.72,173.57,No
260,5/4/2025,1141,2013,401,2.0,748.29,55.31,334.41,No
261,5/4/2025,1021,2097,402,2.0,673.68,35.68,433.31,Yes
262,5/4/2025,1115,2065,402,3.0,1881.36,46.22,1011.77,No
263,5/4/2025,1023,2028,404,2.0,510.35,11.44,451.98,No
264,5/4/2025,1006,2053,401,3.0,610.15,58.11,255.58,No
265,5/4/2025,1128,2047,402,3.0,1004.94,27.05,733.15,No
266,5/4/2025,1020,2047,402,0.0,669.96,65.23,232.92,No
267,5/4/2025,1081,2012,403,1.0,1682.61,94.48,92.87,No
268,5/4/2025,1035,2004,403,3.0,927.25,97.72,21.16,No
269,5/4/2025,1178,2017,404,3.0,1854.80,20.25,1479.23,Yes
270,5/4/2025,1157,2000,401,0.0,1938.62,68.11,618.21,Yes
271,5/4/2025,1065,2027,402,3.0,775.83,53.61,359.88,No
273,5/4/2025,1077,2015,401,1.0,1822.42,30.17,1272.65,No
274,5/4/2025,1107,2081,404,0.0,2238.66,25.34,1671.46,No
275,5/4/2025,1028,2063,401,1.0,994.43,77.52,223.52,No
276,5/4/2025,1183,2018,403,3.0,2711.30,98.93,29.04,No
277,5/4/2025,1000,2078,403,1.0,0.00,36.89,0.00,Yes
278,5/4/2025,1146,2053,402,0.0,1220.30,37.45,763.36,Yes
279,5/4/2025,1134,2046,401,0.0,33.43,0.90,33.13,No
280,5/4/2025,1099,2060,401,3.0,1633.52,71.14,471.38,No
281,5/4/2025,1095,2032,401,2.0,1512.96,9.75,1365.44,Yes
282,5/4/2025,1017,2044,402,0.0,207.58,27.63,150.22,No
283,5/4/2025,1197,2074,403,1.0,593.55,43.93,332.82,No
284,5/4/2025,1011,2045,403,1.0,842.78,28.30,604.30,No
285,5/4/2025,1199,2087,404,3.0,159.32,80.00,31.87,No
286,5/4/2025,1161,2023,402,0.0,939.54,87.15,120.77,No
287,5/4/2025,1183,2099,404,0.0,1292.64,91.57,109.00,Yes
288,5/4/2025,1075,2025,401,1.0,0.00,18.30,0.00,No
289,5/4/2025,1010,2040,403,3.0,138.16,49.19,70.19,Yes
290,5/4/2025,1139,2060,403,0.0,1225.14,94.61,66.07,No
291,5/4/2025,1192,2082,402,2.0,213.28,20.37,169.84,No
292,5/4/2025,1091,2099,401,2.0,1034.11,87.50,129.27,No
293,5/4/2025,1069,2015,403,3.0,2699.88,32.01,1835.70,No
294,5/4/2025,1102,2095,404,3.0,1472.37,83.04,249.70,No
296,5/4/2025,1094,2066,403,0.0,1032.12,26.09,762.85,Yes
297,5/4/2025,1186,2054,401,3.0,0.00,2.31,0.00,No
298,5/4/2025,1154,2023,403,2.0,751.63,38.34,463.43,Yes
299,5/4/2025,1026,2010,403,2.0,62.27,42.80,35.62,No
300,5/4/2025,1078,2057,404,1.0,393.28,43.57,221.94,No
301,5/4/2025,1176,2056,403,3.0,524.72,94.94,26.54,No
302,5/4/2025,1010,2093,403,3.0,0.00,29.02,0.00,No
303,5/4/2025,1070,2081,401,0.0,1492.44,68.74,466.54,No
304,5/4/2025,1171,2081,404,2.0,596.98,40.47,355.41,No
305,5/4/2025,1131,2095,402,0.0,1472.37,65.88,502.33,No
306,5/4/2025,1036,2077,404,0.0,1123.66,32.22,761.63,No
307,5/4/2025,1032,2008,402,2.0,106.54,20.28,84.93,No
308,5/4/2025,1092,2049,401,1.0,0.00,0.80,0.00,No
309,5/4/2025,1173,2057,403,2.0,349.58,9.16,317.56,Yes
310,5/4/2025,1113,2097,401,1.0,757.89,98.57,10.85,No
311,5/4/2025,1135,2046,404,2.0,80.23,2.99,77.83,Yes
312,5/4/2025,1166,2035,402,0.0,899.99,57.21,385.08,No
313,5/4/2025,1006,2094,402,3.0,1480.05,88.40,171.73,No
314,5/4/2025,1132,2049,401,2.0,1503.74,48.38,776.20,No
315,5/4/2025,1198,2033,404,1.0,2257.88,56.08,991.61,No
316,5/4/2025,1156,2036,404,1.0,784.73,35.75,504.21,No
317,5/4/2025,1031,2017,401,3.0,0.00,25.94,0.00,No
318,5/4/2025,1044,2091,404,0.0,1811.58,42.50,1041.71,No
319,5/4/2025,1174,2040,403,0.0,34.54,0.01,34.53,Yes
320,5/4/2025,1140,2069,403,2.0,557.74,24.06,423.56,No
321,5/4/2025,1040,2091,402,2.0,724.63,3.87,696.62,No
322,5/4/2025,1130,2028,401,1.0,574.15,50.08,286.60,No
323,5/4/2025,1035,2030,404,0.0,339.94,15.46,287.37,No
324,5/4/2025,1092,2070,403,3.0,102.54,49.26,52.03,Yes
325,5/4/2025,1141,2016,401,0.0,0.00,8.89,0.00,Yes
326,5/4/2025,1079,2050,404,3.0,186.78,57.07,80.19,Yes
327,5/4/2025,1196,2052,401,1.0,2632.54,23.21,2021.48,Yes
328,5/4/2025,1081,2082,401,3.0,1066.40,38.56,655.23,Yes
329,5/4/2025,1119,2087,403,1.0,0.00,23.82,0.00,No
330,5/4/2025,1199,2070,402,1.0,30.76,31.63,21.03,Yes
331,5/4/2025,1110,2064,401,0.0,0.00,12.63,0.00,No
332,5/4/2025,1132,2019,403,1.0,1681.07,9.35,1523.92,Yes
333,5/4/2025,1041,2041,402,2.0,643.37,19.87,515.54,No
334,5/4/2025,1132,2036,401,2.0,348.77,56.12,153.05,No
335,5/4/2025,1050,2081,403,1.0,2686.39,82.90,459.34,Yes
336,5/4/2025,1160,2038,401,1.0,0.00,69.96,0.00,No
337,5/4/2025,1151,2074,402,1.0,1187.10,69.87,357.64,Yes
338,5/4/2025,1168,2079,403,0.0,1901.08,47.90,990.51,Yes
339,5/4/2025,1007,2010,401,2.0,62.27,54.78,28.16,Yes
340,5/4/2025,1166,2026,404,0.0,0.00,20.28,0.00,No
341,5/4/2025,1127,2080,403,2.0,1997.42,51.23,974.20,Yes
342,5/4/2025,1123,2031,404,2.0,1356.72,50.73,668.39,No
343,5/4/2025,1116,2009,401,1.0,119.36,54.39,54.44,No
344,5/4/2025,1112,2053,404,3.0,0.00,97.56,0.00,Yes
345,5/4/2025,1052,2043,402,2.0,698.76,51.97,335.64,No
346,5/4/2025,1183,2040,403,3.0,103.62,17.35,85.64,Yes
348,5/4/2025,1081,2030,404,0.0,339.94,2.27,332.21,Yes
349,5/4/2025,1068,2057,402,1.0,1179.85,60.19,469.68,No
350,5/4/2025,1024,2006,403,3.0,594.00,16.27,497.37,No
351,5/4/2025,1157,2053,402,1.0,1098.27,72.99,296.61,No
352,5/4/2025,1083,2073,403,1.0,2247.44,20.79,1780.24,Yes
353,5/4/2025,1195,2020,404,3.0,1879.15,40.13,1125.03,No
354,5/4/2025,1127,2039,404,0.0,1952.88,85.32,286.64,Yes
355,5/4/2025,1023,2050,404,1.0,0.00,14.91,0.00,No
356,5/4/2025,1055,2074,403,0.0,1978.50,22.97,1524.09,Yes
357,5/4/2025,1012,2036,404,3.0,653.94,49.03,333.32,No
358,5/4/2025,1073,2068,401,0.0,2460.72,13.25,2134.60,No
359,5/4/2025,1110,2017,403,2.0,370.96,57.41,157.99,No
360,5/4/2025,1195,2051,403,0.0,117.32,0.71,116.49,No
361,5/4/2025,1102,2006,402,2.0,792.00,52.34,377.44,Yes
362,5/4/2025,1141,2036,401,3.0,871.92,11.87,768.41,Yes
363,5/4/2025,1129,2057,403,0.0,1747.92,76.79,405.75,No
364,5/4/2025,1032,2012,404,2.0,997.10,18.69,810.70,No
365,5/4/2025,1086,2071,403,1.0,553.64,53.72,256.22,No
366,5/4/2025,1050,2077,404,0.0,561.83,39.65,339.07,Yes
367,5/4/2025,1011,2004,402,2.0,0.00,61.58,0.00,No
368,5/4/2025,1121,2066,404,1.0,0.00,76.90,0.00,No
369,5/4/2025,1155,2065,402,2.0,1128.82,94.32,64.14,Yes
370,5/4/2025,1156,2040,402,3.0,138.16,52.28,65.92,No
371,5/4/2025,1157,2094,403,2.0,1578.72,79.68,320.83,No
372,5/4/2025,1129,2065,404,2.0,752.54,87.48,94.22,No
373,5/4/2025,1121,2002,403,2.0,2771.20,83.56,455.50,Yes
374,5/4/2025,1172,2014,404,2.0,197.04,42.63,113.03,No
375,5/4/2025,1185,2088,401,3.0,2128.05,68.36,673.36,Yes
376,5/4/2025,1067,2083,402,0.0,0.00,97.83,0.00,No
377,5/4/2025,1149,2061,402,3.0,1199.52,87.55,149.31,No
378,5/4/2025,1037,2087,402,0.0,318.64,59.83,128.00,No
379,5/4/2025,1146,2089,401,1.0,744.34,2.09,728.76,No
380,5/4/2025,1004,2056,403,3.0,2098.88,67.79,676.02,No
381,5/4/2025,1038,2052,402,3.0,2193.78,36.47,1393.66,Yes
383,5/4/2025,1180,2017,402,2.0,741.92,3.31,717.34,No
384,5/4/2025,1169,2061,404,2.0,319.87,86.43,43.41,No
385,5/4/2025,1044,2058,403,2.0,1066.80,97.04,31.63,Yes
387,5/4/2025,1049,2031,403,2.0,1356.72,90.79,124.98,Yes
388,5/4/2025,1057,2038,403,1.0,2501.58,95.63,109.32,No
389,5/4/2025,1176,2090,404,2.0,343.87,18.97,278.63,No
390,5/4/2025,1122,2044,403,2.0,166.06,16.38,138.86,No
391,5/4/2025,1031,2073,404,3.0,1498.29,43.21,850.86,No
392,5/4/2025,1088,2098,402,2.0,726.29,13.83,625.88,No
393,5/4/2025,1010,2036,401,2.0,348.77,75.66,84.87,Yes
394,5/4/2025,1113,2083,403,3.0,3072.64,16.35,2570.39,Yes
395,5/4/2025,1054,2025,403,2.0,671.09,89.80,68.42,No
396,5/4/2025,1035,2013,402,1.0,1683.65,26.61,1235.59,No
397,5/4/2025,1012,2085,402,1.0,217.94,59.56,88.13,No
398,5/4/2025,1013,2012,404,2.0,1994.21,87.33,252.63,Yes
399,5/4/2025,1183,2060,401,1.0,367.54,4.35,351.54,No
400,5/4/2025,1001,2070,402,3.0,102.54,70.63,30.12,Yes
